さ	394
ケータ	31
君	245
で	2131
は	3731
妖怪	837
探し	14
と	1845
参る	11
ます	1888
か	2882
うん	221
今日	199
何処	165
に	4454
行く	837
至る	3
所	230
潜む	15
て	5387
居る	1158
取り敢えず	24
外	48
出る	162
見る	743
バトル	43
つく	38
説明	13
為る	2392
よ	2368
御	1359
次	94
メンバー	8
サークル	5
を	2625
タッチ	2
回す	6
が	3325
チェンジ	2
ひい	6
さっ	6
技	6
選ぶ	19
ば	344
です	2173
モーション	2
タグ	2
テスト	27
マン	3
符	3
無茶	5
禁物	3
だ	6336
御座る	70
友達	198
の	8059
も	2359
悲しむ	6
ぞ	297
此の	938
人物	3
など	24
一切	4
関係	14
有る	813
ず	591
ウォッチ	70
本体	9
時計	27
機能	7
使用	3
設定	8
れる	435
時刻	2
変更	3
正しい	5
出来る	249
ない	1595
成る	699
可能	9
性	10
又	270
ゲーム	41
中	170
登場	2
や	267
妖術	2
物	336
危険	6
真似	2
下さる	111
んっ	95
凄い	147
イ	42
切れ	3
から	1318
い	232
うわ	40
こんな	244
捕まえる	47
た	4214
へえ	37
ボク	107
家	139
別荘	3
近く	61
森	2
其処	118
珍しい	26
昆虫	10
詰まり	10
レア	55
ね	2395
待つ	129
全部	47
オレ	296
けれど	561
な	1504
夏休み	82
自由	10
研究	18
採集	2
無い	852
け	45
えっ	182
ぁ	51
そう	696
どう	495
未だ	113
匹	56
てる	1254
女の子	44
大人しい	12
他	60
良い	963
庭	8
石	11
捲る	14
ムシ	2
集める	15
ギャ	2
ハハハ	9
ハ	17
もう	327
止める	94
為さる	66
一寸	223
言う	756
過ぎ	30
フン	11
って	811
ちゃんと	64
私	508
虫	72
くらい	89
自分	61
られる	153
ほう	11
うー	61
見せる	61
無理	51
たって	17
ぜ	203
今度	65
絶対	57
遣る	448
時	150
期待	13
困る	77
達	304
頼る	5
呉れる	578
協力	26
只今	5
天馬	2
練習	21
あっ	231
皆	123
ほら	21
順番	3
守る	37
先生	37
疲れ	9
様	509
かしら	165
はい	52
其れ	455
続ける	25
一杯	55
取る	98
クマ	65
カンチ	39
見返す	6
ううん	54
公園	75
探す	191
其の	296
前	145
母	98
さん	650
置く	106
ママ	37
伝える	29
虫捕り	21
来る	1045
気	277
付ける	75
帰り	13
遅い	30
分かる	224
昨日	14
書く	21
忘れる	127
毎日	45
後	102
思い出す	38
わ	663
とく	51
よし	43
へ	87
出発	6
良し	21
ク	10
良く	127
彼れ	54
あれ	93
木	22
調べる	57
取れる	32
ヤツ	67
見付かる	110
今	194
虫籠	2
光る	10
所為	39
学校	92
用務	2
員	10
事	673
何	1120
知る	127
話	179
聞く	273
おや	60
通う	15
自然	10
集まる	20
重る	76
山	97
なんか	48
折角	58
此れ	557
上げる	251
使う	101
易い	10
場所	96
裏	35
北	5
真っ直ぐ	6
先	75
余り	55
山奥	2
まで	191
過ぎる	66
辺り	93
寄る	5
見付ける	152
辛い	21
じっくり	4
奥	27
し	275
辺	74
さっき	75
締まる	6
こっそり	8
知れる	126
なんて	248
大きい	18
わあ	17
ナ	42
声	72
入れる	69
うう	170
此奴	35
円	25
此処	412
きゃあ	13
名前	39
ウィスパー	57
ぃ	132
溶解	5
年	23
或る	5
坊	6
空く	45
封印	13
長い	26
否	84
変	110
起こす	5
ちゃう	448
関わる	5
方	178
返る	169
程度	5
ちょい	9
バ	6
ばれる	7
最後	32
忙しい	46
フッフッフ	7
ッ	28
だけ	162
満足	13
もっと	97
面白い	68
如何	13
フフ	11
貴方	206
差し上げる	10
身	10
七	17
姿	30
見える	109
ええ	81
否々	11
たい	358
まあまあ	7
何々	11
やや	3
っ	172
反応	4
やら	83
彼方	14
怪しい	53
おっと	14
失礼	12
腕	14
胸	5
下げる	4
横	11
ボタン	4
押す	3
頂く	20
フタ	2
開く	21
レンズ	16
通す	15
コ	22
コイツ	16
若し	126
トホホ	22
気持ち	46
眠る	33
邪魔	44
仕返し	2
怒る	51
せる	161
仕舞う	145
襲う	15
そんな	223
問題	27
こそ	64
呼び出す	23
セミ	18
御覧	6
かし	2
ああ	88
変身	3
セッ	10
車	94
丸	4
申す	6
ミン	12
普段	9
何の	20
見事	13
ミーン	13
彫る	4
有り難う	174
メダル	23
おお	79
貰う	173
中々	73
センス	5
持つ	204
証し	12
直ぐ	93
飛ぶ	11
駆け付ける	2
完全	3
ゴメン	19
お主	53
相手	30
致す	14
手	79
加減	14
本気	15
出す	68
しか	58
張り切る	10
頑張る	79
アア	41
びっくり	7
行成	19
もの	24
負ける	42
食べる	173
体	32
青い	6
マズイ	4
幾ら	17
悪い	170
許す	32
此方	50
キミ	148
優しい	10
又々	8
執事	43
鼻	5
高い	22
こう	87
増える	17
沢山	37
スッキリ	9
流石	33
目	113
狂い	2
会う	58
呼ぶ	35
欲しい	150
少し	52
訳	69
信ずる	42
フツー	3
まさか	53
本当	175
暮らす	22
町	104
あんな	45
いー	19
えー	73
瓶	4
ボーイ	5
ボーノ	5
付く	45
当然	6
一	183
メェ	2
メ	4
質	5
寺	41
つう	29
役目	4
世話	22
頼む	109
別	27
助ける	47
為	75
サポート	3
必要	37
思う	231
側	8
夜	147
寝る	23
じゃん	32
気分	18
入る	137
新しい	23
楽しみ	39
大丈夫	82
偶に	39
家事	3
つ	96
手伝う	38
何時	179
ばかり	59
押し付ける	2
僕	87
仕事	70
疲れる	19
べし	12
溜まる	7
はあ	104
夫婦	6
親友	4
敵	6
複雑	2
彼の	134
居候	3
構う	6
二人	38
仲	9
部屋	36
住み着く	4
仕業	43
出番	10
ア	55
ボボジョワーン	14
ボ	14
御陰	34
用	47
ジュ	12
バーン	7
酷い	26
説得	4
難しい	23
力	144
作る	52
戦う	42
女	23
ジョワーン	5
強い	122
あー	22
つつ	2
発	11
ダメ	62
全然	38
歯	5
立つ	40
あら	107
終わり	7
ム	13
以上	27
仕方	12
作り	3
通り	58
桜	62
ニュー	56
タウン	51
ほど	48
周り	7
レーダー	2
十分	15
注意	9
是非	15
足りる	19
分	14
コンビニ	58
無し	14
大分	6
然し	42
ドンヨリーヌ	10
むむ	59
迚も	38
妖気	69
感ずる	62
可成	25
うむ	22
魚屋	17
早速	44
へい	6
いらっしゃる	38
ボウズ	5
嬢	8
ちゃん	211
最近	94
交差	6
点	20
急	57
掛ける	43
多い	50
危ない	34
たら	9
ビビッ	4
違い	19
勿論	17
集中	4
矢張り	109
物凄い	7
一味	6
違う	60
感じ	66
ニャ	212
ニャン	47
ン	36
食らう	4
奴	63
百	4
人間	133
チ	19
アンタ	11
エミ	15
む	13
カ	3
猫	7
頃	23
トラック	5
撥ねる	5
死ぬ	8
大好き	30
飼い主	2
ダサい	2
超	10
詰める	2
人	254
ヒドイ	2
ごとし	3
倒す	81
積り	24
バカ	18
御負け	4
大事	53
写真	21
彼	73
取り返す	10
あの	152
奪う	5
みたい	190
ゆっくり	13
休む	18
以外	13
覚える	16
地縛	2
霊	7
ジバニャン	23
暗い	22
怖い	71
人気	5
手強い	8
仲間	12
成長	9
早まる	2
状況	6
肉桂	5
セーブ	2
行う	8
呉々	2
テメェ	3
等	150
返す	34
ダッ	2
サイ	2
ダサ	2
ダチ	2
やあ	23
手放す	2
グ	16
ググ	2
グレ	4
疾っく	2
下	21
届ける	28
退治	22
犯す	5
罪	5
指名	7
手配	7
伯父	52
じゃ	200
リーゼント	2
伸ばす	4
追う	2
犯人	17
長年	2
あっさり	3
決める	27
本日	4
捜査	10
官	13
蔓延る	2
正義	3
心	24
燃える	7
まあ	148
見込む	3
子供	88
平和	20
掛かる	27
小	33
山羊	4
郵便	10
張り込み	2
ダサく	3
寧ろ	4
スゴイ	2
諦める	14
挑む	8
ニャー	8
応援	4
なあ	19
ねえ	23
ちっ	4
元気	69
取り戻す	10
間違い	37
勝つ	35
戦い	20
急度	73
先程	9
見当たる	8
済む	50
たり	90
交渉	3
突く	11
さあ	74
セット	3
オン	2
広い	6
遣っ付ける	12
任せる	18
負け	6
御免	50
ふう	29
近付く	12
オマエ	31
ケンカ	14
ホノボーノ	9
機嫌	6
直す	17
オ	13
勝手	21
飛び出す	3
ウチ	7
嫁	2
迷惑	8
悔しい	4
取り付く	57
ジュワーン	3
詫び	2
男	21
好き	92
騒ぐ	3
仲直り	13
より	70
両親	5
アッツ	2
アツ	4
羨ましい	8
がる	20
戻る	74
一人	28
ぶつぶつ	2
父	87
夕飯	4
パパ	31
うふふ	7
仲良く	11
早い	144
洗う	5
ふあ	2
色々	44
如何なる	2
放つ	11
フミ	21
待ち合わせ	15
待ち合わせる	2
三角	6
決まる	22
レッツ	10
ゴー	7
出掛ける	19
てらっしゃる	5
大変	58
河川	28
敷	28
筈	151
謝る	20
約束	30
落ち込む	15
ふむ	39
告げる	5
理屈	2
ババーン	22
原因	16
バクロ	20
婆	53
者	53
全て	25
隠す	26
毎	11
狙う	8
ワ	24
面倒	22
臭い	29
考え事	4
ばらす	2
只	17
さえ	15
付き纏う	3
自信	13
心配	54
内	71
勉強	33
ヌ	14
きちんと	6
気まずい	4
旨い	64
侭	65
言葉	7
姉	87
取り付ける	2
ヒデポン	2
ずっと	27
態々	9
カッと	2
無事	17
素晴らしい	14
友情	11
雨	112
降る	4
地	10
元	33
有り余る	2
妖力	5
満ち溢れる	3
満ちる	6
たわい	5
ふん	25
成る程	41
歩く	17
サラリーマン	7
結界	37
漲る	4
上	20
局	9
向かう	15
そろそろ	41
必ず	17
明日	36
改めて	4
生憎	3
場合	9
坊や	4
えーと	26
ムムム	7
気配	16
ムダ	3
サマ	6
解く	9
誰	99
日	79
化ける	11
機会	3
窺う	2
世界	25
バレ	19
ちまう	38
仕様	37
御前	205
てく	23
公民	9
館	75
銀行	7
アレ	17
再び	8
封ずる	4
限り	4
我	20
読む	20
何故	22
用意	12
破る	3
回る	18
界	91
妖魔	49
無くなる	25
大	33
混乱	4
影響	7
受ける	22
戻す	12
確か	97
ビシバシ	2
パワー	8
間	52
それ	5
モ	3
モチ	21
んー	149
張る	9
ちちんぷいぷい	2
適当	6
呪い	12
消える	16
ちょちょい	2
細かい	6
モノ	23
他人	14
ヨコ	6
ドリ	9
サイコー	4
セイ	3
情報	33
答え	3
ビンビン	6
調子	29
強力	5
証拠	15
包む	2
だらけ	6
恐ろしい	9
ギョロローン	3
眠り	2
妨げる	3
ノハ	2
ギョロ	7
り	13
ウ	15
ミナ	2
振り	37
ノ	48
先ず	32
手始め	2
ニ	3
キサマ	9
はっ	21
ロ	2
助かる	48
一体	54
見掛ける	20
扠	28
宜しく	49
感激	2
閉じる	7
封じ込める	5
大きな	32
謎	9
今回	33
適う	3
御早う	4
顔	44
随分	12
ミツマタ	3
ヅチ	3
強化	28
屋	63
メガネ	3
チョーシ	22
堂	22
店主	14
取り持つ	2
開発	3
団	61
々	46
坂	56
駅	28
どれ	26
其方	13
まい	4
ワシ	60
世の中	10
社会	2
思い掛ける	3
客	48
引き受ける	8
但し	6
パーツ	4
歯車	7
ネジ	5
バネ	3
自転	36
受け取る	21
竹林	7
おんぼろ	10
屋敷	21
流離	17
荘	16
転がる	3
ノラ	2
溜まり場	2
進める	7
行き止まり	2
果たして	2
壁	5
実	67
カギ	33
入り口	12
ぴい	4
苦しい	3
バク	13
本来	4
悪夢	3
さっさと	9
下着	15
男湯	5
向こう	9
度	70
報告	43
せめて	7
ハッ	8
夢	35
起きる	27
美味しい	58
印	2
キラキラ	3
正しく	4
放題	5
一石	2
二鳥	3
使い	7
子	147
ヘーイ	2
ダ	18
ゼ	3
ゲット	9
ヨ	7
ユー	13
対する	2
ラブ	5
グッド	3
アパート	5
さすらう	12
ピース	3
ネ	2
管理	15
溢れる	4
ピッタリ	7
チョー	7
時々	8
サ	3
急ぐ	29
グッ	2
銭湯	20
勝負	44
無くす	14
代わり	20
忘れ物	12
昼間	4
営業	14
時間	102
終わる	57
出直す	2
店	86
留守	9
悩み	15
解決	35
吸い取る	4
抜け出す	6
親	9
ごまかす	7
付き	6
ラク	2
馳走	5
活躍	3
些とも	8
眠い	8
不思議	39
御腹	60
ムニャムニャ	6
行動	3
そっと	2
彼奴	45
鬼	44
追い掛ける	12
逃げる	24
駄目	62
追い付く	4
走る	8
扉	8
勘違い	3
気紛れ	3
少年	28
恐怖	4
幻	13
捕まる	18
出口	2
辿り着く	5
目覚める	11
変わる	48
途中	8
探し物	11
風呂	14
残念	35
ながら	21
放る	6
最高	46
カッ	4
ポーン	3
正体	16
非常	3
煩い	19
ゴチャゴチャ	2
履く	3
フンドシ	3
ダンサー	4
イヤ	23
俺	86
いや	6
捗る	3
渡す	33
改造	4
仏	2
精々	6
活用	2
ゴロウタ	6
情けない	2
息子	19
喜ぶ	34
言い訳	4
プロポーズ	7
贈る	5
指輪	43
どんこ	23
池	57
ウワサ	54
エサ	8
釣り	26
詳しい	14
丁度	34
妙	7
テンション	16
主	8
吊る	58
持ち出す	5
落とす	17
話す	26
遠く	9
ホント	33
強気	2
反省	12
可哀想	9
初めて	14
落ち込み	2
弱る	6
恩	7
売る	39
チャンス	6
重ねる	4
損	2
幸い	3
泳ぐ	26
得意	10
カッパ	19
思い付く	8
川	35
住む	46
見	4
皿	8
得る	22
フラフラ	4
テレビ	8
空	6
消す	10
目撃	10
慌てる	4
ガッパ	49
何者	4
大会	5
向ける	2
特訓	2
夢中	4
御飯	17
魚	53
腹ぺこ	2
動く	39
釣り竿	14
フナ	9
要る	26
普通	34
頼み事	4
限界	4
余程	3
減る	19
寿司	8
親切	3
礼	24
恩返し	2
泳ぎ	2
朝飯	8
味方	6
手伝い	9
大切	20
水飛沫	5
暴れる	2
資格	2
成敗	5
そして	25
禁止	5
飛び込む	5
驚く	13
燥ぐ	5
底	5
岩	5
引っ掛かる	4
一緒	69
カワイイ	3
一面	2
アイツ	23
びしょぬれ	2
安物	2
大袈裟	3
嫌	60
買う	111
どんな	29
同窓	4
会	10
番	15
人騒がせ	3
深まる	3
真相	2
着る	14
久しい	16
緊張	6
里帰り	2
楽しむ	25
旅行	12
会議	23
電車	28
書類	22
確認	12
日向	10
封筒	5
駅員	7
近い	17
願う	67
のんびり	4
兎に角	35
ピンチ	8
連絡	7
乗る	41
帽	29
ぽい	6
大量	2
ハテ	2
会社	37
目指す	9
油断	3
限る	9
階	37
エレベーター	16
間に合う	13
ヘラヘラ	5
させる	13
出会う	21
中央	47
慎重	4
進む	25
始める	26
ミス	7
プレゼン	3
散々	2
提案	4
都市	5
資料	10
サクラマチ	24
全体	7
ヘトヘト	2
駅前	5
八百屋	12
はて	3
ハァ	3
目茶苦茶	4
逃がす	3
信号	9
二	43
ギャフン	2
パン	42
到頭	8
遊ぶ	92
寂しい	15
色んな	21
とっとと	2
イタズラ	56
堪る	22
やれ	21
プレゼント	27
一生	8
甲斐	4
嬉しい	29
暮れる	4
爺	58
叱る	2
乗り心地	4
試し乗り	2
アイディア	3
フラワー	28
ロード	30
離れる	9
距離	2
サクラ	91
シティ	46
マンガ	22
雑誌	11
本屋	5
本	51
南側	3
どっこい	7
書店	6
店員	17
しつこい	7
ショッピング	2
モール	2
らしい	82
潰れる	9
断る	14
立ち退き	3
可笑しな	2
キツネ	12
守り神	3
神	7
潰す	5
理科	5
事件	29
今日は	24
タタリ	4
事実	3
ボヤ	3
事故	8
何れ	34
続く	15
クラスメイト	5
現場	18
マオ	20
買い物	14
火	16
建物	2
大人	24
絡む	3
陰	15
疋	11
医院	16
病院	31
フンイキ	2
全く	45
キュウビ	4
ナワバリ	6
荒らす	4
オシオキ	2
恐らく	13
ボウヤ	2
どころ	5
工事	18
出でる	13
バイ	5
意味	21
深	2
態度	3
被害	11
広がる	5
兼ねる	3
ロック	9
ランク	36
トビラ	5
開ける	13
方法	19
グスン	6
泣く	4
オラ	8
コマ	11
ズラ	24
神社	10
挨拶	11
ど	8
キュ	12
ウビ	11
連れる	51
櫓	7
がり	5
仕方無い	25
ァ	4
止まる	9
可笑しい	36
ミ	5
泣き虫	2
エスコート	3
褒める	5
癖	13
笑う	22
案内	3
さようなら	3
チビ	6
ぉ	36
あわわ	5
ははは	12
気味	32
ザ	2
正解	7
てっきり	4
察し	2
余計	8
真実	5
納得	9
一先ず	20
丸い	3
収まる	6
課題	4
共	20
同士	6
克服	2
未だ未だ	25
ふわ	2
早起き	2
新作	3
機	18
鏡	16
微風	27
ヒルズ	26
高級	5
住宅	7
街	32
益々	4
カン	19
頂戴	18
午後	2
昼寝	4
昼	27
博物	58
チケット	4
迎える	5
切れる	4
勿体	7
興味	20
たがる	5
教養	2
誘う	6
モテる	4
預ける	4
デート	12
小学	23
生	44
ふふ	9
ティラノサウルス	4
骨格	4
模型	4
恐竜	9
理由	7
特に	14
有名	7
隕石	2
チリ	5
太陽	5
光	3
系	4
壊す	6
寒い	18
然う然う	5
進化	9
風	12
出し	5
展示	21
室	61
教科	2
書	6
レプリカ	3
歴史	9
授業	3
科学	5
的	28
ロマン	4
向く	24
不向き	2
正直	7
理解	2
芸術	6
後世	2
アート	4
偉大	2
時代	7
当時	2
認める	11
楽しい	74
趣味	6
動き回る	4
大鎧	12
求める	3
秘密	23
とんでも	8
特集	5
幽霊	5
存在	9
未来	5
確かめる	9
序で	6
手分け	2
一番	40
しも	10
発見	6
頭	18
決まり	8
正面	4
出入り	2
口	21
古い	7
体験	4
トンネル	29
効果	5
雲外	4
魂	5
ツ	12
空間	2
繋ぐ	6
能力	6
落ちる	29
ぺろ	3
数	14
怪奇	8
現象	20
夜な夜な	4
考える	46
奇跡	2
多分	17
保管	7
庫	6
表	2
セキュリティ	8
解除	5
試す	6
遣る気	12
満々	2
抜ける	8
どうぞ	14
借りる	15
移動	4
通る	21
階段	8
バッチリ	14
仕掛け	4
如何に	2
鎧	5
チュー	3
ネズミ	2
非	3
品	9
解ける	12
過ごす	10
カリカリ	5
感謝	9
おー	16
話し掛ける	22
一っ飛び	2
便利	18
どんどん	18
纏める	6
ボディ	4
蛸焼き	3
金魚	2
掬い	2
音楽	8
ピアノ	18
鳴る	6
勝ち	7
聞こえる	41
流れる	6
当直	4
花火	16
上がる	18
屋上	12
キレイ	33
ラムネ	2
飲む	30
集合	4
ビビっ	10
通用	2
当番	4
探索	2
隠れん坊	4
匂い	10
攫う	7
捜し出す	3
助け出す	6
トイレ	15
道	25
行方	4
位置	2
アタシ	22
レディ	15
アバラ	6
抜く	13
骨	5
折れる	2
心当たり	6
教室	30
持ち帰る	3
預かる	2
彼女	42
組	2
結構	24
骨太	2
意外	16
喉	14
安心	25
夜更かし	4
ダーリン	5
ドア	2
音	16
下手糞	4
気付く	33
機械	8
壊れる	6
カレ	5
可愛い	32
台	4
演奏	6
図書	17
楽譜	9
曲	8
素敵	9
捧げる	6
立ち去る	7
従う	5
様子	56
切る	24
漸と	15
フッ	12
自動	13
詰まる	13
向こう側	3
別れ	6
惜しい	5
準備	46
化	2
男子	7
始まる	9
天気	14
残る	14
ぼんやり	3
異変	2
尋ねる	3
意見	2
手掛かり	9
感心	7
イマダ	2
似る	7
オカルト	5
見通す	4
水晶	17
玉	26
フシギ	3
正	16
天	20
ジャマ	8
竜	5
リューク	25
タダ	5
交換	18
ノコギリ	13
クワガタ	19
わあい	8
ペット	3
美しい	9
瞬間	2
感動	3
匂う	3
兎も角	3
嗅ぐ	6
村	7
相	10
受け付け	8
運	3
健康	20
診断	9
無料	3
サービス	13
得	4
ボス	8
診察	12
いざ	9
予感	7
身長	8
測る	6
背伸び	2
センチメートル	4
伸びる	7
背	3
視力	7
検査	5
アナウンス	5
流す	5
踵	2
ズル	3
昔	29
喜び	3
絵	12
ヒント	9
果物	2
バナナ	3
丸で	9
ゴリラ	8
並み	7
レントゲン	8
状態	7
第	13
歩	4
無視	5
き	7
からかう	4
短気	2
息	8
心臓	3
確り	13
飼う	12
院長	6
おっ	38
愈	8
検診	3
直接	3
まー	30
当たり前	7
オチ	3
幾	6
質問	3
例えば	5
ココロ	5
入れ替える	6
手術	7
リフレッシュ	3
素直	6
助け	2
不安	7
九	4
医者	8
痛い	13
最初	13
イカカモネ	14
魔界	6
議長	5
うっかり	2
叫ぶ	2
真	12
当て	2
モヤモヤ	3
映る	2
遂に	7
我々	8
イカ	22
立ち上がる	2
灯す	3
難い	17
ハッハッハッ	2
溢れ出す	3
両方	2
一旦	4
エンマ	15
黙る	7
バケ	3
後ろ	8
シャ	10
喋る	3
然も	16
らし	2
起こる	16
神木	5
運命	4
行き	2
懐かしい	13
様々	2
種類	6
慣れる	2
光景	2
其奴	9
希望	4
ずく	2
嘗て	5
大王	14
亡くなる	2
悪しい	2
野望	3
支配	8
イカカモネ・ソウカモネ	2
閉じ込める	3
望む	5
生まれる	5
王	5
のみ	3
なり	8
記憶	4
貸す	9
送る	4
責任	4
何せ	2
肩	6
任す	4
赤鬼	4
放り出す	2
因る	21
個	18
懶け者	2
腹	18
働く	38
ストーップ	2
番人	3
宜しい	7
答える	11
えい	9
ウソつき	4
大嫌い	2
緩い	2
自慢	9
黒	5
相応しい	7
見極める	3
戦闘	3
回	37
似合う	7
荒くれる	2
磨く	5
此の世	5
豆	2
ぶつける	6
弱い	3
修行	10
積む	3
イカーッカッカッカ	4
時点	2
新	11
初め	2
同じ	23
蘇る	4
我が	11
黒い	3
決して	5
ともあれ	3
三	12
食	5
生活	23
強大	2
スポット	8
ガ	13
オオ	5
覆う	2
残す	11
思い切る	3
現在	2
迷う	13
ヒマ	8
主人	15
元々	3
咲く	31
花	13
溢れ出る	2
足留め	2
ジョー	6
幸せ	7
異常	2
気象	2
失敗	14
復活	2
やがる	16
意地	9
ヒョロヒョロ	2
ちゃちゃ	3
くそ	14
キャー	6
最早	4
頂点	4
観念	3
生きる	12
脅かす	2
誇り	5
全	2
思い知る	4
覚悟	14
失う	3
後悔	7
最も	2
いいえ	5
出会い	7
暑い	62
ダラダラ	15
涼しい	15
いざこざ	2
名	12
ムゲン	5
地獄	9
世	2
正に	7
マル秘	2
金持ち	11
救う	5
若い	14
西	6
小さな	3
小屋	3
唯	21
ピーン	2
重要	3
風景	3
思い出	15
禍々しい	3
以来	4
訪れる	2
拾う	16
不	38
次第	5
ギンギン	3
乱れ	2
時空	4
引き締める	2
迷い込む	3
安定	2
ゴール	2
次々	2
冷静	3
願い	8
走り回る	9
結局	10
横丁	25
災難	2
廃	11
合う	9
操る	2
親戚	2
未	2
札	8
剥がれる	2
ムッ	5
ブ	11
むにゃむにゃ	9
回復	9
アイテム	9
ガシャガシャ	3
マシン	3
朝	7
更に	9
引く	9
挑戦	14
摩る	4
銀	2
金	47
輝く	4
キン	2
シェ	12
払う	13
賽銭	2
オイラ	13
錆びる	3
王道	2
ロクな	2
あいた	6
